ID,RT
1,8.124519999999983
2,10.591684999999995
3,5.999239999999999
4,19.399000000000004
5,10.41875
6,6.815355025
7,1.7376999999999965
8,6.029609999999991
9,3.359950000000004
10,4.074545000000003
11,5.5102449999999985
12,6.130514999999995
13,2.9483550000000007
14,3.7590599999999954
15,11.8019
16,4.425444999999998
17,6.672009999999991
18,9.993750000000007
19,10.311459999999995
20,10.96975
21,4.559315000000001
22,5.458375999999998
23,3.8910650000000033
24,6.034834999999998
25,16.925049999999995
26,9.97815500000002
27,13.083900000000012
28,6.626809999999993
29,11.37994
30,3.7029449999999975
31,6.605829999999995
32,7.301699999999995
33,10.396265000000017
34,3.134999999999999
35,6.807300000000006
36,5.563770000000004
37,6.258219999999998
38,12.078965000000007
39,6.253755000000005
40,10.668890000000015
41,9.01270000000001
42,3.3584600000000036
43,12.661199999999965
44,4.140215
45,6.493999999999992
46,4.542849999999998
47,5.715969999999992
48,3.3600499999999984
49,3.6428700000000016
50,9.854360000000007
51,11.445935000000006
52,4.1931500000000055
53,4.64237766666667
54,4.905325
55,18.365299999999987
56,9.542449999999997
57,10.298594999999999
58,8.723324999999994
59,2.9564800000000027
60,10.568614999999992
61,11.588245000000006
62,3.795699999999996
63,6.395149999999996
64,9.954914999999986
65,13.639549999999986
66,14.004149999999983
67,12.265419999999999
68,11.112335000000021
69,3.8482199999999964
70,7.768255000000002
71,3.9838450000000067
72,3.42654
73,9.690585000000004
74,6.792269999999997
75,3.006469999999997
76,8.794624999999986
77,12.771899999999981
78,7.197429999999996
79,11.16431500000001
80,10.964044999999999
81,4.287899999999997
82,10.253865000000014
83,5.880276666666667
84,9.02350000000001
85,4.802185
86,6.184640000000002
87,6.309515000000005
88,4.438599999999998
89,4.83412999999999
90,4.395549999999999
91,5.228174999999997
92,11.062545000000007
93,6.3440949999999985
94,4.367249999999998
95,4.26075
96,5.047375000000002
97,1.41785
98,10.061159999999996
99,8.13349500000001
100,14.133800000000015
101,4.943810000000006
102,13.571559999999991
103,7.141750000000005
104,5.148555
105,7.479315000000021
106,6.1403349999999985
107,7.496155000000015
108,11.00202000000001
109,5.5684499999999995
110,3.7230000000000016
111,5.903354999999997
112,8.95035000000001
113,5.0777900000000065
114,3.301634999999999
115,7.079309999999992
116,9.53387
