ID,RT
1,7.914472
2,7.8806868
3,8.952578
4,10.446473
5,15.623276
6,5.2519445
7,18.201117
8,10.108389
9,9.499065
10,8.173534
11,6.444455
12,8.104113
13,8.295219
14,3.0562048
15,6.145797
16,1.992752
17,4.6076283
18,1.8269441
19,2.152626
20,6.099711
21,3.6788175
22,3.3729305
23,3.5802748
24,3.9560242
25,2.9832754
26,6.081013
27,5.2027144
28,5.7447395
29,5.9127045
30,7.428386
31,14.832929
32,6.26076
33,2.680148
34,4.354384
35,11.811133
36,10.6507015
37,16.825521
38,10.06951
39,10.231943
40,4.2421603
41,6.4799137
42,6.461513
43,3.8097367
44,9.512023
45,5.3887057
46,5.048078
47,13.979681
48,11.212173
49,11.582693
50,7.6106567
51,8.167297
52,6.4192457
53,4.577456
54,5.561475
55,5.9888616
56,4.07873
57,4.306895
58,4.09754
59,1.8358357
60,3.9266214
61,3.6042068
62,3.925617
63,4.5589848
64,3.7065814
65,6.021953
66,18.179651
67,9.566102
68,16.778793
69,7.3587832
70,11.436181
71,15.028473
72,10.507049
73,6.5332875
74,11.879758
75,11.6495695
76,4.473309
77,6.833207
78,6.751437
79,5.763473
80,5.893559
81,6.965641
82,4.012936
83,3.5920491
84,10.77193
85,10.789188
86,11.300505
87,4.2444835
88,7.6326847
89,9.564161
90,8.989571
91,9.132888
92,4.21509
93,6.748252
94,11.929116
95,5.824392
96,11.069339
97,12.753605
98,5.344948
99,10.787298
100,9.168619
101,7.139465
102,3.3883793
103,5.340157
104,8.506929
105,3.6382449
106,7.6522746
107,11.730818
108,12.154601
109,11.613148
110,5.265992
111,9.19684
112,7.875668
113,9.1720495
114,5.4474344
115,5.191623
116,5.2628107
117,12.697507
118,5.538602
119,3.1724389
120,5.4241524
121,3.4162862
122,6.5928802
123,6.1635847
124,5.2476015
125,2.3175223
126,0.6584132
127,10.030932
128,7.3671894
129,5.062811
130,8.709298
131,7.996885
132,7.253815
133,13.285502
134,8.893531
135,11.616535
136,11.451262
137,11.222008
138,4.9639153
139,4.64154
140,4.390417
141,4.040008
142,2.9805083
143,3.9520667
144,3.9622645
145,3.9216847
146,19.336239
147,9.404803
148,8.55683
149,7.441369
150,9.385953
151,9.723531
152,14.060134
153,5.212308
154,9.272073
155,8.94242
156,9.276243
157,9.036465
158,9.453552
159,9.189652
160,8.6889515
161,2.9941118
162,3.368446
163,4.973869
164,10.933855
165,3.298358
166,4.2347107
167,2.704638
168,4.960494
169,2.6178792
170,3.0835338
171,10.419536
172,10.0376005
173,14.435888
174,8.742688
175,2.891098
176,12.273303
177,10.581438
178,10.9159
179,10.442296
180,11.458202
181,3.9690218
182,5.465014
183,8.021046
184,14.192788
185,3.0135593
186,3.3632314
187,3.6393008
188,3.1014965
189,3.4093926
190,8.617962
191,5.7266088
192,7.070561
193,3.659229
194,1.3844041
195,9.842043
196,11.472608
197,5.992999
198,6.438311
199,10.609319
200,11.114494
201,12.341464
202,10.854427
203,18.921894
204,9.447485
205,4.0553384
