ID,RT
1,8.823702
2,10.56916
3,4.647288
4,18.718916
5,10.755049
6,6.5342274
7,2.8546934
8,6.2186613
9,4.0560536
10,3.9970496
11,5.123925
12,5.485599
13,1.8670733
14,4.031219
15,12.036207
16,3.9034667
17,6.588992
18,9.811989
19,13.772616
20,11.811347
21,4.2795854
22,5.5978265
23,3.9231794
24,5.436382
25,17.07523
26,9.495967
27,12.099417
28,6.618997
29,11.592002
30,4.29376
31,7.848299
32,7.2464423
33,10.855639
34,3.8037214
35,7.2366953
36,4.5694356
37,6.639292
38,13.090894
39,6.867301
40,10.765556
41,8.538529
42,3.3253195
43,12.198154
44,6.0921187
45,6.3671813
46,5.233889
47,5.3023443
48,2.7830217
49,3.2490962
50,10.272846
51,11.7898655
52,5.3660665
53,4.1675267
54,4.33605
55,19.095407
56,9.557195
57,9.726667
58,8.494502
59,3.0917673
60,10.790855
61,12.10377
62,3.538946
63,5.9319916
64,9.764956
65,13.003959
66,10.213679
67,12.428791
68,11.468693
69,3.7549672
70,8.024498
71,2.6840217
72,3.4699821
73,9.191334
74,7.1825337
75,1.2746335
76,9.405195
77,12.648871
78,7.3540373
79,10.891945
80,10.912256
81,4.387116
82,9.607458
83,6.324593
84,8.355317
85,3.5788157
86,5.579794
87,5.57604
88,4.1840243
89,5.02475
90,5.1772146
91,6.1755114
92,11.429986
93,5.794429
94,4.0585732
95,4.621224
96,5.516114
97,0.5656474
98,10.44608
99,7.8978477
100,13.962768
101,4.385888
102,13.358707
103,8.332417
104,4.730532
105,7.6703215
106,6.1962924
107,7.9120965
108,10.679943
109,4.8906617
110,4.202079
111,5.23885
112,8.92764
113,4.8447957
114,3.9167514
115,7.265458
116,9.31721
117,11.98951
118,6.628977
119,5.9773555
120,9.014393
121,5.880346
122,1.7965106
123,6.6908402
124,4.443404
125,13.011875
126,5.783903
127,3.0889895
128,19.210114
129,6.925954
130,11.978595
131,6.4740853
132,9.072035
133,4.928335
134,3.7683854
135,3.363907
136,7.5758023
137,10.122795
138,10.37813
139,6.304672
140,10.78058
141,2.0021806
142,10.420281
143,5.4532933
144,5.6771755
145,7.283562
146,8.846654
147,5.7085395
148,6.641118
149,15.2036
150,4.367635
151,3.9823925
152,1.8269092
153,3.0698967
154,11.886663
155,1.4455543
156,5.0510683
157,10.260184
158,3.789776
159,5.717755
160,7.948058
161,10.858281
162,3.9885907
163,6.9397926
164,16.130186
165,2.363999
166,17.168161
167,3.3353531
168,7.83405
169,3.8219388
170,4.022559
171,4.983322
172,9.146578
173,5.7220993
174,6.254068
175,10.919971
176,5.4895473
177,8.309309
178,7.261646
179,9.705328
180,4.3288093
181,8.255543
182,3.3878913
183,10.09847
184,3.6124258
185,3.0495932
186,6.7786546
187,4.036121
188,6.645182
189,4.509788
190,8.1740465
191,10.458005
192,5.26676
193,9.226719
194,5.568721
195,3.543864
196,17.9247
197,11.734071
198,3.525525
199,4.1739264
200,4.6042085
201,5.8721576
202,16.093935
203,4.844117
204,5.230889
205,9.262492
206,7.0159564
207,2.6401842
208,7.796088
209,8.867576
210,5.6969094
211,4.499618
212,5.666507
213,19.423853
214,16.041992
215,3.5045416
216,5.760476
217,9.926715
218,4.598993
219,15.6317835
220,3.052747
221,7.8644404
222,11.826123
223,19.40862
224,5.1318736
225,6.729022
226,4.397189
227,4.0312114
228,13.165961
229,5.935486
230,6.223587
231,3.8500433
232,10.261351
233,4.3837814
234,10.814084
235,3.3767736
236,3.0549881
237,4.907434
238,9.875495
239,5.9688215
240,6.37011
241,10.192145
242,3.3621638
243,3.607558
244,17.592499
245,10.278112
246,10.587372
247,10.868886
248,3.5341413
249,3.24585
250,8.327658
251,6.3500934
252,2.8558936
253,2.1038249
254,17.797075
255,6.488502
256,4.486752
257,6.3659973
258,4.420291
259,5.943931
260,3.1336138
261,5.8312783
262,11.819276
263,5.8245606
264,9.363404
265,5.684643
266,2.3749452
267,3.3517075
268,3.9360764
269,4.612718
270,10.792268
271,12.403421
272,4.327249
273,8.5345335
274,2.6976018
275,16.634123
276,5.1559496
277,6.649897
278,10.747809
279,5.8905463
280,11.939226
281,3.9485781
282,7.531659
283,6.9281387
284,7.059166
285,6.101997
286,0.82562464
287,7.3059387
288,5.19447
289,6.1071663
290,1.4933251
291,3.0093086
292,13.102985
293,6.9042225
294,6.5736494
295,8.313107
296,8.574752
297,13.962067
298,6.8846393
299,0.9672704
300,5.0966063
301,6.2710676
302,17.671314
303,5.4424496
304,9.813619
305,11.891767
306,11.558052
307,6.7700467
308,3.1907043
309,6.609525
310,9.428895
311,4.3606744
312,4.766486
313,7.5110116
314,5.9724593
315,17.404388
316,8.1657095
317,3.9844043
318,3.4538991
319,4.325966
320,4.435356
321,6.901431
322,6.0339737
323,16.640566
324,7.868133
325,10.865227
326,9.370049
327,4.1340146
328,3.1874254
329,8.222009
330,4.4464426
331,2.6316772
332,9.759584
333,4.219896
334,5.394035
335,4.0782747
336,18.037378
337,6.5920506
338,7.2534137
339,5.5559316
340,3.7468023
341,5.1331644
342,6.488902
343,10.088169
344,12.622398
345,6.4442267
346,5.472605
347,2.8253226
348,4.827223
349,14.389635
350,9.7217045
351,6.4455795
352,17.867304
353,18.39723
354,6.227727
355,12.071971
356,12.217653
357,3.1942368
358,4.8404
359,3.4228194
360,8.648035
361,9.241687
362,3.4062726
363,10.400699
364,5.5947385
365,11.431304
366,4.1238294
367,7.1125455
368,4.764234
369,18.14274
370,12.376163
371,10.473436
372,4.4846177
373,14.893216
374,8.6065645
375,10.888464
376,7.2300477
377,15.112887
378,6.7451663
379,10.042328
380,11.026395
381,3.3344524
382,11.971813
383,4.5463166
384,7.842844
385,6.819723
386,6.1402044
387,5.412105
388,9.387342
389,6.035113
390,5.7982
391,3.9035733
392,7.055391
393,15.659258
394,7.862982
395,4.2106814
396,5.480267
397,6.922398
398,5.353849
399,9.015132
400,3.985879
401,11.254724
402,4.3375244
403,13.085055
404,5.394992
405,7.2729287
406,8.301814
407,4.232997
408,7.536164
409,11.479706
410,3.4470398
411,5.724001
412,4.722572
413,13.677103
414,7.2587976
415,7.6171713
416,3.879676
417,6.718103
418,8.330178
419,14.952424
420,10.435272
421,5.3126607
422,5.296837
423,3.1574786
424,4.73895
425,8.911319
426,3.3692288
427,15.517966
428,4.5597715
429,3.0300772
430,4.892629
431,1.7681243
432,3.485802
433,4.160363
434,18.585007
435,5.779622
436,8.704132
437,4.873927
438,6.6400104
439,6.4074197
440,6.91939
441,9.08573
442,6.5816445
443,9.2016535
444,4.5173883
445,6.096658
446,9.779538
447,4.650994
448,10.579629
449,11.79411
450,2.0917866
451,5.6136093
452,14.044209
453,15.53267
454,6.1113267
455,3.3639374
456,11.714464
457,4.148872
458,7.4954705
459,6.4865723
460,3.891412
461,5.14162
462,7.1352744
463,11.82934
464,5.8094134
465,10.61056
466,3.5335567
467,13.506396
468,2.8434997
469,5.7760215
470,13.559517
471,6.7921643
472,11.15822
473,8.674282
474,4.449217
475,9.089141
476,7.7650695
477,7.7662277
478,9.273253
479,4.362701
480,7.756494
481,7.1054926
482,3.2523422
483,5.3695683
484,2.7683754
485,8.080104
486,6.322499
487,5.856894
488,3.1911578
489,4.4208302
490,9.408787
491,10.14975
492,5.960703
493,11.777508
494,1.6256937
495,11.894719
496,11.061916
497,10.631972
498,4.3413863
499,4.5342894
500,4.852393
501,10.595448
502,2.781286
503,6.5850487
504,5.8545732
505,2.3909204
506,6.6531553
507,8.104391
508,4.998033
509,5.421262
510,3.737085
511,11.709145
512,2.937131
513,4.0589957
514,10.028243
515,5.76799
516,16.851019
517,11.10063
518,17.459251
519,6.1088085
520,9.435656
521,2.9585238
522,15.594374
523,9.999952
524,6.122192
525,2.0994596
526,4.847304
527,14.4393425
528,3.579723
529,4.173319
530,6.100075
531,15.409015
532,9.603484
533,9.774941
534,9.283873
535,9.53508
536,6.0203333
537,4.563161
538,3.1765845
539,7.4250593
540,4.9232073
541,7.8582044
542,9.449072
543,5.773885
544,4.822446
545,5.250745
546,7.1395893
547,10.515423
548,5.8876452
549,4.6530657
550,3.472689
551,4.0854735
552,3.7853663
553,10.6247015
554,11.074464
555,8.910137
556,5.9084883
557,7.397185
558,10.901527
559,4.2667775
560,9.276522
561,10.228258
562,13.9443035
563,10.294308
564,6.043031
565,7.4774575
566,7.241134
567,4.815949
568,11.505566
569,5.7386093
570,9.03403
571,5.632913
572,10.863668
573,9.887558
574,8.098694
575,7.5482497
576,7.466688
577,10.005712
578,11.131188
579,6.6514997
580,4.9498515
581,6.5822577
582,8.157438
583,4.696723
584,7.564909
585,10.489064
586,6.7893324
587,5.892095
588,6.92354
589,3.5357213
590,4.331195
591,9.515348
592,6.4645586
593,3.8679087
594,9.695545
595,6.847707
596,7.166845
597,6.740689
598,4.189287
599,9.089215
600,4.3010345
601,12.18195
602,9.79494
603,8.134279
604,11.343834
605,8.617671
606,6.840185
607,5.3280897
608,4.401958
609,16.207947
610,7.882544
611,5.658754
612,6.6152525
613,7.1693754
614,3.763425
615,4.517052
616,4.8046193
617,7.1979585
618,1.9880103
619,13.212567
620,3.4599812
621,4.145306
622,6.6916437
623,3.163147
624,6.0259852
625,9.381064
626,8.645337
627,10.678869
628,6.9621706
629,6.692231
630,9.22448
631,12.329903
632,6.46709
633,3.1088986
634,4.1854115
635,7.3859916
636,3.736675
637,8.869922
638,5.0695972
639,7.687488
640,5.364099
641,10.028125
642,3.3515546
643,15.752254
644,6.953347
645,5.1336966
646,13.897995
647,3.7104878
648,3.6361742
649,6.820547
650,6.012189
651,4.8879876
652,3.4709535
653,8.053279
654,6.939976
655,11.483333
656,7.5937853
657,5.653985
658,6.8031683
659,10.560439
660,6.815775
661,5.033555
662,18.567719
663,14.516653
664,5.800646
665,8.046379
666,6.3054867
667,10.71185
668,7.398887
669,8.13934
670,13.740829
671,4.358544
672,3.1817644
673,7.0567064
674,2.850606
675,7.3594685
676,9.987082
677,10.250758
678,9.285465
679,11.279665
680,5.75334
681,5.1396646
682,3.2219281
683,11.580589
684,10.578848
685,18.246975
686,4.9439683
687,3.0589375
688,3.2284267
689,9.276104
690,16.224062
691,5.373364
692,3.2738397
693,8.194244
694,2.8555253
695,6.1974263
696,11.540618
697,7.336083
698,3.430093
699,6.241551
700,3.2492647
701,5.4239674
702,1.0480832
703,12.978177
704,6.31748
705,3.8282807
706,5.357466
707,11.661833
708,8.189738
709,6.100444
710,11.800962
711,12.649819
712,11.7492075
713,4.5451145
714,13.762064
715,6.39941
716,8.803217
717,8.593635
718,8.303959
719,10.702254
720,7.548915
721,5.5341954
722,6.8912807
723,8.006217
724,13.44353
725,13.068333
726,7.6189885
727,6.3524876
728,11.443172
729,11.495111
730,6.4495945
731,6.048572
732,3.2961452
733,6.942504
734,4.514636
735,9.762571
736,19.110506
737,2.7568464
738,8.813906
739,8.394874
740,4.781409
741,7.9692154
742,16.529673
743,6.2012205
744,9.958452
745,7.82395
746,11.1551075
747,4.650241
748,7.6837034
749,13.33391
750,6.9477963
751,7.7833843
752,3.128321
753,3.4349396
754,8.754941
755,7.021961
756,7.7035313
757,3.8738556
758,8.372371
759,4.011241
760,8.564911
761,2.5304956
762,4.3196683
763,3.6068883
764,2.0383327
765,9.390807
766,5.5286145
767,6.1631384
768,5.747307
769,7.4836802
770,9.6198225
771,5.129652
772,5.257699
773,2.8890595
774,9.765561
