ID,RT
1,7.572101
2,7.961874
3,9.131877
4,9.854338
5,14.582015
6,4.682378
7,17.171068
8,9.843824
9,8.770914
10,9.030041
11,6.141748
12,7.677245
13,7.597859
14,4.062927
15,6.724433
16,2.6328192
17,4.5781517
18,2.2962232
19,2.9427233
20,6.7787995
21,4.180464
22,4.2505927
23,4.622642
24,4.803648
25,3.66075
26,6.368579
27,5.2815037
28,6.009749
29,6.2248116
30,7.779502
31,14.455715
32,6.3124747
33,1.8714738
34,5.014772
35,11.88034
36,8.870379
37,16.333784
38,8.80727
39,8.848236
40,4.726436
41,6.729528
42,6.4273305
43,3.711126
44,8.923585
45,6.1621847
46,5.367099
47,13.243893
48,10.476987
49,10.070237
50,7.646005
51,7.6639285
52,6.3813877
53,4.618721
54,5.968667
55,5.85693
56,5.0013533
57,4.8539867
58,4.436941
59,2.290618
60,3.715995
61,3.912373
62,4.218566
63,4.78541
64,3.953877
65,6.397478
66,15.985089
67,8.836088
68,14.631522
69,6.6788487
70,10.4967
71,15.759209
72,8.798427
73,7.000842
74,11.356001
75,11.354889
76,4.804369
77,8.023678
78,8.016344
79,5.885277
80,6.113849
81,7.418287
82,4.9370503
83,4.2000394
84,9.975652
85,10.640887
86,11.030589
87,3.9261537
88,7.0111184
89,9.093055
90,8.119624
91,8.510694
92,4.9307804
93,7.4175477
94,12.354253
95,8.324793
96,10.4402
97,13.28084
98,5.0482326
99,10.167764
100,7.8813624
101,6.1967998
102,4.0190377
103,5.5134616
104,7.4227805
105,4.433566
106,7.162292
107,12.045733
108,11.803092
109,10.377762
110,5.181822
111,9.44543
112,8.036446
113,8.959138
114,7.1503572
115,5.865771
116,5.89939
117,8.950077
118,6.2552505
119,3.6825616
120,5.581103
121,3.7309852
122,7.4520555
123,6.8184443
124,5.5602083
125,3.6440358
126,1.2666845
127,9.279433
128,6.33762
129,4.8750887
130,7.8929563
131,6.9680643
132,6.407752
133,13.712961
134,8.355782
135,11.241668
136,11.673388
137,10.972345
138,5.596977
139,4.838563
140,4.6041145
141,4.8750362
142,3.9307828
143,4.7804646
144,4.9642034
145,4.5325136
146,17.752388
147,8.960875
148,7.273977
149,6.7976713
150,9.264618
151,8.455997
152,14.580406
153,4.945059
154,8.051803
155,7.817518
156,8.598112
157,7.9142027
158,8.751588
159,8.122196
160,7.314439
161,3.9075177
162,4.3547325
163,5.4915986
164,10.090809
165,3.7171192
166,4.4926343
167,3.0650272
168,5.7540894
169,3.5564032
170,4.303737
171,8.895737
172,8.175744
173,11.816632
174,7.458847
175,3.3579836
176,12.276013
177,9.690662
178,10.462686
179,9.821605
180,11.059952
181,4.560127
182,6.1362715
183,7.82714
184,13.280634
185,3.2043
186,3.732478
187,4.2482147
188,3.224831
189,4.189319
190,7.397819
191,5.7396984
192,7.4309416
193,3.5583541
194,1.8306513
195,8.669734
196,9.594913
197,5.640954
198,6.1105533
199,11.211377
200,10.155372
201,11.263491
202,9.712787
203,17.55646
204,8.063603
205,4.8723288
206,5.1190944
207,8.687797
208,7.858563
209,10.311934
210,6.582426
211,4.820421
212,5.5079503
213,6.414717
214,5.7447634
215,6.9427695
216,4.175758
217,5.96571
218,5.592588
219,6.514681
220,6.615028
221,4.642199
222,6.363764
223,5.8395324
224,5.962384
225,5.0492344
226,6.59654
227,5.5792246
228,11.169667
229,5.9571853
230,5.0912895
231,4.517679
232,5.491389
233,5.036697
234,5.223377
235,5.8367844
236,7.4839807
237,10.602322
238,7.495385
239,13.336113
240,18.543472
241,11.93477
242,12.806437
243,6.806042
244,4.9338264
245,7.700435
246,6.529133
247,10.421028
248,6.582461
249,8.13997
250,11.643678
251,4.872913
252,5.366722
253,6.590504
254,8.362738
255,13.707794
256,4.208085
257,7.5169654
258,5.7527223
259,6.893486
260,6.7811213
261,9.416958
262,10.846657
263,6.5088897
264,6.102811
265,3.394289
266,3.6936307
267,8.578797
268,10.245463
269,6.2472277
270,2.4795222
271,3.9202952
272,7.429748
273,6.808605
274,6.337185
275,4.970974
276,11.364826
277,6.101895
278,7.1561823
279,11.321837
280,17.08827
281,8.836135
282,9.5365
283,9.758552
284,10.20641
285,6.6397977
286,6.7737055
287,3.8977802
288,9.858437
289,16.814396
290,8.385055
291,4.764957
292,4.18541
293,4.4828954
294,3.4860008
295,3.4980488
296,3.368668
297,3.9293249
298,6.3843403
299,7.51181
300,7.4672036
301,12.81653
302,9.921245
303,9.34098
