ID,RT
1,7.210361
2,7.4942245
3,8.57205
4,9.629357
5,15.004438
6,5.0184617
7,13.297789
8,9.627378
9,8.477222
10,8.496822
11,6.0570855
12,8.433733
13,8.947237
14,5.0184617
15,6.3712463
16,5.0184617
17,5.0210223
18,5.0184617
19,5.0184617
20,5.8064747
21,5.1095815
22,5.0184617
23,5.0184617
24,5.0184617
25,5.0184617
26,5.576641
27,5.2377295
28,5.4076614
29,5.3183756
30,8.356014
31,13.5681
32,5.652673
33,5.0184617
34,5.0184617
35,10.838663
36,9.473648
37,16.119486
38,9.666579
39,9.322465
40,5.0184617
41,5.6864614
42,5.7301884
43,5.0184617
44,9.086964
45,5.03556
46,5.0184617
47,11.245253
48,9.729055
49,10.948481
50,7.206255
51,8.179167
52,5.6742606
53,5.0184617
54,5.2342253
55,5.0184617
56,5.0184617
57,5.0184617
58,5.0184617
59,5.0184617
60,5.0184617
61,5.0184617
62,5.0184617
63,5.0184617
64,5.0184617
65,5.0184617
66,15.803432
67,9.114719
68,15.125174
69,8.347753
70,8.73177
71,15.5091915
72,9.056285
73,6.377738
74,11.227474
75,11.730528
76,5.0184617
77,7.438915
78,8.039186
79,5.4962573
80,6.194316
81,6.10342
82,5.0184617
83,5.0184617
84,10.395884
85,10.202953
86,10.838336
87,5.0184617
88,7.952921
89,9.083477
90,7.9333215
91,8.719888
92,5.0184617
93,7.0515137
94,13.252903
95,8.222981
96,9.90642
97,11.271433
98,5.0184617
99,9.755236
100,7.172983
101,6.855227
102,5.0184617
103,5.0184617
104,7.193604
105,5.0184617
106,5.2082534
107,10.046511
108,11.951906
109,10.178095
110,5.0184617
111,9.639351
112,7.370597
113,9.161797
114,5.522729
115,5.0184617
116,5.0184617
117,8.263708
118,5.0184617
119,5.0184617
120,5.0348516
121,5.0184617
122,6.8719573
123,5.644893
124,5.0184617
125,5.0184617
126,5.0184617
127,8.946768
128,5.6809616
129,5.0184617
130,7.7070255
131,5.9511147
132,7.382511
133,14.159931
134,8.149478
135,11.397942
136,11.057881
137,10.894887
138,5.2902718
139,5.432591
140,5.0184617
141,5.0184617
142,5.0184617
143,5.0184617
144,5.048311
145,5.0184617
146,17.520452
147,8.82671
148,8.123381
149,7.1113434
150,8.985123
151,8.416583
152,14.906664
153,5.0184617
154,8.056123
155,8.102741
156,8.961249
157,8.295671
158,9.373497
159,8.738125
160,7.713839
161,5.0184617
162,5.0184617
163,5.0184617
164,10.340511
165,5.0184617
166,5.0184617
167,5.0184617
168,5.0184617
169,5.0184617
170,5.0184617
171,7.0817327
172,7.0161667
173,14.306444
174,8.527144
175,5.0184617
176,11.661821
177,10.583996
178,10.751575
179,9.96501
180,11.38695
181,5.0184617
182,5.0898
183,7.4962635
184,12.777087
185,5.0184617
186,5.0184617
187,5.0184617
188,5.0184617
189,5.0184617
190,7.0572
191,5.8805456
192,7.598402
193,5.0184617
194,5.0184617
195,7.93752
196,13.051701
197,5.779607
198,5.7712426
199,9.941576
200,10.568865
201,11.204239
202,9.933482
203,16.57932
204,8.946796
205,5.0184617
206,5.0184617
207,8.46642
208,8.334837
209,9.899094
210,5.4545097
211,5.0184617
212,5.156906
213,5.974028
214,5.0184617
215,7.2215967
216,5.0184617
217,5.5208755
218,5.091148
219,5.7612376
220,5.61733
221,5.0184617
222,5.0184617
223,5.0184617
224,5.023575
225,5.0184617
226,5.8594
227,5.24897
228,10.439638
229,5.4233384
230,5.0184617
231,5.091302
232,5.0184617
233,5.0353312
234,5.0184617
235,5.0641932
236,6.3400445
237,8.93527
238,8.260574
239,11.564208
240,16.845032
241,11.46995
242,10.06761
243,9.363548
244,5.3118596
245,7.6935406
246,5.839714
247,11.361273
248,5.7312336
249,7.1055937
250,9.749195
251,5.0184617
252,5.123102
253,5.7630897
254,8.556851
255,14.5673065
256,5.0595317
257,7.258209
258,5.0958104
259,6.164667
260,6.1041555
261,8.128482
262,11.362148
263,5.9068384
264,5.7399116
265,5.0184617
266,5.0184617
267,7.5626903
268,8.893611
269,5.1254325
270,5.0184617
271,5.0184617
272,6.921068
273,6.0400357
274,5.9848824
275,5.0184617
276,13.209116
277,5.5451236
278,6.871785
279,10.929518
280,16.304598
281,8.598611
282,9.269859
283,9.507578
284,10.294144
285,6.0166287
286,6.8148174
287,5.0184617
288,9.754259
289,15.129339
290,8.351919
291,5.0184617
292,5.0184617
293,5.0184617
294,5.0184617
295,5.0184617
296,5.0184617
297,5.0184617
298,5.702017
299,7.411526
300,7.260343
301,14.0573635
302,8.984598
303,9.328712
304,9.004198
305,10.134754
306,9.542011
307,10.610441
308,5.8369775
309,5.638506
310,5.0184617
311,5.0184617
312,5.0184617
313,10.029346
314,5.1888533
315,5.3868203
316,5.071777
317,7.691536
318,5.5622826
319,15.401611
320,5.0184617
321,5.050497
322,5.0184617
323,5.0184617
324,5.0184617
325,5.0184617
326,5.0184617
327,5.0184617
328,11.406467
329,8.163502
330,9.347345
331,5.0184617
332,5.0184617
333,5.1886954
334,5.2218924
335,5.1012807
336,5.0184617
337,6.9403505
338,5.923036
339,10.163933
340,7.2303495
341,6.311882
342,6.2544513
343,15.728161
344,15.702528
345,9.692074
346,10.489364
347,5.0184617
348,5.0184617
349,7.2161307
350,5.0184617
351,6.0379086
352,5.0184617
353,8.503418
354,5.041993
355,6.5620403
356,5.0184617
357,5.0184617
358,5.0184617
359,5.1665053
360,8.84324
361,8.109064
362,5.5812087
363,5.0184617
364,9.3676815
365,5.245512
366,5.0444484
367,7.1451006
368,5.8818135
369,8.07107
370,7.347149
371,6.78464
372,8.869706
373,8.889305
374,5.0184617
375,5.394669
376,5.019633
377,5.1326613
378,10.107691
379,11.529631
380,16.90471
381,9.272188
382,5.0184617
383,5.0184617
384,6.705503
385,6.6767864
386,5.0184617
387,6.12791
388,5.0184617
389,6.820756
390,9.016393
391,5.0184617
392,11.738712
393,10.153778
394,11.575718
395,16.950798
396,10.497891
397,5.1180167
398,5.0184617
399,5.0184617
400,7.2286353
401,7.6710873
402,5.0661077
403,5.3623857
404,5.0184617
405,5.690559
406,7.7961054
407,15.317787
408,9.942707
409,5.0184617
410,12.839687
